lang	prod	text	ADJ==NOUN==PUNCT	NOUN==ADP==NOUN	VERB==NOUN==PUNCT	ADP==ADJ==NOUN	NOUN==NOUN==PUNCT	ADP==NOUN==PUNCT	VERB==ADJ==NOUN	DET==NOUN==PUNCT	NOUN==PUNCT==CCONJ	ADJ==NOUN==ADP	NOUN==PUNCT==PRON	ADP==DET==NOUN	ADV==ADJ==PUNCT	PRON==VERB==PUNCT	ADJ==ADJ==NOUN	VERB==DET==NOUN	NOUN==CCONJ==NOUN	NUM==NOUN==PUNCT	VERB==ADP==NOUN	AUX==ADJ==PUNCT	NOUN==ADJ==NOUN	AUX==ADV==ADJ	PUNCT==SCONJ==PRON	ADV==VERB==PUNCT	ADJ==NOUN==NOUN	lexical variety	lemma variety	POS variety	richPOS variety	length	ADJ	ADP	ADV	AUX	CCONJ	DET	INTJ	NOUN	NUM	PART	PRON	PROPN	PUNCT	SCONJ	SYM	VERB	X	_
en	org	review_cd+vinyl_23_5.conllu	0	0	0	0	0	3	0	2	3	0	1	2	0	0	0	1	0	0	1	0	0	0	0	1	0	0.674	0.593	0.157	0.262	89	7	9	2	7	5	6	0	11	1	2	11	1	12	4	0	11	0	0
en	org	review_cd+vinyl_25_5.conllu	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	0	0	1	2	1	0	0	0	0	0.685	0.589	0.167	0.309	72	6	5	3	3	5	4	0	12	1	0	14	0	9	1	0	9	0	0
en	org	review_cd+vinyl_7_5.conllu	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0.672	0.641	0.219	0.298	64	7	6	3	5	2	4	0	9	1	2	6	7	7	0	1	4	0	0
en	org	review_cd+vinyl_8_5.conllu	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0.739	0.652	0.174	0.33	69	1	5	7	4	5	3	0	7	0	1	16	0	4	4	0	12	0	0
en	org	review_cell-phones+accessories_102_1.conllu	1	1	1	0	3	0	0	1	0	0	0	1	0	1	0	2	0	0	0	1	0	1	0	0	0	0.658	0.541	0.119	0.25	109	5	4	3	9	4	9	0	20	0	6	14	5	12	3	0	15	0	0
en	org	review_cell-phones+accessories_105_2.conllu	1	0	1	1	0	0	0	2	1	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0.805	0.805	0.187	0.263	75	8	7	4	0	4	5	0	20	1	2	4	2	6	1	1	10	0	0
en	org	review_cell-phones+accessories_117_1.conllu	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0.818	0.708	0.206	0.392	63	1	4	2	5	3	4	0	10	4	1	8	0	6	3	0	12	0	0
en	org	review_cell-phones+accessories_127_1.conllu	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0.714	0.696	0.196	0.306	56	5	4	4	6	2	7	0	8	0	1	7	0	5	0	0	7	0	0
en	org	review_cell-phones+accessories_12_5.conllu	0	2	0	0	1	1	1	2	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0.674	0.616	0.151	0.277	86	5	6	3	6	4	12	1	17	0	2	6	5	10	0	0	9	0	0
en	org	review_cell-phones+accessories_132_1.conllu	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0.825	0.714	0.232	0.373	56	6	3	6	4	3	6	0	7	1	2	5	0	4	2	0	7	0	0
en	org	review_cell-phones+accessories_13_5.conllu	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.746	0.689	0.217	0.31	60	1	4	7	4	2	3	0	9	1	2	7	0	8	1	0	11	0	0
en	org	review_cell-phones+accessories_25_4.conllu	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.754	0.692	0.2	0.364	65	7	7	4	1	1	6	0	7	2	1	10	0	6	2	0	11	0	0
en	org	review_cell-phones+accessories_28_4.conllu	0	1	0	0	1	1	0	2	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0.687	0.626	0.141	0.258	99	5	7	6	8	6	6	0	17	3	2	13	1	9	5	0	11	0	0
en	org	review_cell-phones+accessories_40_4.conllu	0	0	0	0	0	0	1	1	0	1	1	1	1	0	2	0	0	1	0	0	0	0	0	0	1	0.829	0.8	0.194	0.276	67	8	5	5	1	0	4	0	12	4	0	4	5	9	1	2	7	0	0
en	org	review_cell-phones+accessories_47_1.conllu	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.729	0.695	0.228	0.293	57	8	3	3	5	4	4	0	8	2	1	4	0	6	1	0	8	0	0
en	org	review_cell-phones+accessories_4_4.conllu	2	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.754	0.717	0.217	0.342	60	7	3	3	5	2	4	0	8	2	1	8	0	7	3	0	7	0	0
en	org	review_cell-phones+accessories_57_5.conllu	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0	1	0	0	0.757	0.714	0.171	0.226	70	13	4	2	3	4	10	0	10	0	0	3	0	11	2	1	7	0	0
en	org	review_cell-phones+accessories_64_2.conllu	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0.667	0.619	0.19	0.302	63	2	5	7	4	2	6	0	7	0	4	9	0	4	2	0	11	0	0
en	org	review_grocery+gourmet-food_11_5.conllu	1	0	0	2	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0.74	0.712	0.164	0.255	73	6	8	6	1	1	7	0	14	0	1	11	2	7	0	0	9	0	0
en	org	review_grocery+gourmet-food_13_5.conllu	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0.806	0.746	0.224	0.316	67	5	4	8	5	3	3	1	4	1	1	10	2	8	3	0	9	0	0
en	org	review_grocery+gourmet-food_147_2.conllu	0	0	0	0	5	0	0	0	1	2	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0.783	0.689	0.126	0.21	119	12	11	5	6	2	7	0	26	5	3	8	4	15	2	1	12	0	0
en	org	review_grocery+gourmet-food_167_2.conllu	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0.767	0.699	0.197	0.316	71	4	6	6	3	2	7	0	12	1	2	10	1	7	2	0	8	0	0
en	org	review_grocery+gourmet-food_16_4.conllu	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0.734	0.667	0.197	0.302	76	7	5	3	6	2	6	1	17	0	1	12	2	6	1	1	6	0	0
en	org	review_grocery+gourmet-food_175_2.conllu	0	1	0	1	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0.81	0.677	0.194	0.322	62	9	4	7	6	2	4	0	6	0	3	7	0	7	1	0	6	0	0
en	org	review_grocery+gourmet-food_18_5.conllu	2	0	0	0	0	0	1	1	0	1	1	2	0	0	0	2	0	1	0	0	0	0	0	0	1	0.712	0.662	0.185	0.325	65	8	2	2	4	4	7	0	12	2	0	7	0	7	2	0	8	0	0
en	org	review_grocery+gourmet-food_20_4.conllu	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0.81	0.71	0.21	0.397	62	6	3	3	6	1	5	0	6	1	3	9	0	6	1	0	12	0	0
en	org	review_grocery+gourmet-food_340_1.conllu	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0.769	0.677	0.206	0.33	63	7	5	5	8	3	5	0	6	0	3	7	1	7	1	0	5	0	0
en	org	review_grocery+gourmet-food_355_1.conllu	1	0	0	0	0	0	0	2	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0.726	0.672	0.2	0.286	60	8	7	0	5	1	7	0	10	0	3	6	1	6	1	0	5	0	0
en	org	review_grocery+gourmet-food_356_1.conllu	1	0	0	0	0	0	0	2	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0.726	0.672	0.2	0.286	60	8	7	0	5	1	7	0	10	0	3	6	1	6	1	0	5	0	0
en	org	review_grocery+gourmet-food_399_2.conllu	3	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	2	0.673	0.612	0.135	0.214	96	17	2	9	6	4	4	0	13	0	1	11	4	13	4	0	8	0	0
en	org	review_grocery+gourmet-food_8_5.conllu	0	1	0	0	0	1	0	1	0	1	0	4	1	0	1	1	0	0	1	0	1	0	0	0	0	0.773	0.705	0.149	0.215	87	12	11	10	4	2	10	0	15	1	1	0	5	9	0	1	6	0	0
en	org	review_grocery+gourmet-food_9_5.conllu	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	0	0	0	1	1	0	0	0	1	0	0.656	0.589	0.137	0.26	95	8	7	6	7	5	6	0	8	0	4	16	6	9	1	0	12	0	0
en	org	review_health+care_110_1.conllu	3	4	0	0	0	4	0	2	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0.667	0.637	0.15	0.189	100	6	14	7	4	3	6	1	17	2	3	11	3	14	1	0	8	0	0
en	org	review_health+care_119_2.conllu	1	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	1	0	2	0	2	0	0	0	0.757	0.714	0.2	0.262	70	10	8	6	5	3	3	0	6	5	1	7	0	11	1	1	3	0	0
en	org	review_health+care_127_1.conllu	0	0	0	0	1	0	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	2	0	0	0	0.739	0.706	0.209	0.27	67	3	8	7	2	3	6	0	11	1	1	9	3	4	1	0	8	0	0
en	org	review_health+care_13_5.conllu	1	2	0	1	0	1	3	0	0	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0.659	0.573	0.171	0.273	82	8	6	5	6	4	3	0	13	0	4	10	0	8	1	1	12	1	0
en	org	review_health+care_14_5.conllu	3	0	1	1	0	0	1	1	0	0	0	1	1	0	0	3	0	0	0	0	0	1	1	0	0	0.662	0.597	0.16	0.278	75	10	4	4	2	1	8	0	13	0	2	7	0	10	3	0	11	0	0
en	org	review_health+care_16_4.conllu	3	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0.663	0.639	0.157	0.243	83	8	8	8	5	3	9	0	12	2	2	6	0	11	1	0	8	0	0
en	org	review_health+care_185_2.conllu	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0.8	0.729	0.2	0.293	70	1	10	6	5	1	3	0	10	5	1	8	2	9	2	0	7	0	0
en	org	review_health+care_199_2.conllu	2	0	0	0	2	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729	0.624	0.165	0.257	85	9	8	1	4	4	10	0	21	2	4	4	1	6	1	0	10	0	0
en	org	review_health+care_19_5.conllu	1	0	0	0	0	1	0	0	0	1	0	2	1	1	0	0	1	0	0	1	0	0	0	0	0	0.707	0.68	0.164	0.25	73	6	6	10	5	2	4	0	8	0	3	10	0	9	2	0	8	0	0
en	org	review_health+care_4_4.conllu	1	0	0	0	1	1	0	2	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1	0.698	0.621	0.138	0.248	94	12	7	2	8	2	12	0	18	1	3	9	0	7	3	0	10	0	0
en	org	review_health+care_53_1.conllu	2	0	0	0	3	0	0	0	2	0	1	1	0	0	0	1	0	1	0	4	0	0	0	0	4	0.581	0.54	0.113	0.19	124	15	4	6	6	8	11	0	24	5	1	8	3	21	1	0	11	0	0
en	org	review_health+care_6_5.conllu	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	1	0.737	0.684	0.246	0.324	57	4	4	3	3	2	7	0	10	1	3	5	0	4	2	1	8	0	0
en	org	review_health+care_84_1.conllu	2	0	0	0	0	0	1	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0.849	0.742	0.151	0.271	93	7	8	3	3	3	9	0	21	2	3	9	5	6	3	0	11	0	0
en	org	review_health+care_8_5.conllu	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0.846	0.797	0.219	0.317	64	4	3	1	3	3	4	0	15	3	3	5	1	6	3	0	10	0	0
en	org	review_home+kitchen_10_5.conllu	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0.725	0.652	0.191	0.333	68	4	2	6	5	1	3	0	11	0	1	13	2	8	2	0	10	0	0
en	org	review_home+kitchen_112_1.conllu	0	1	0	1	2	0	1	1	0	0	0	1	2	1	0	2	2	0	0	0	0	2	0	0	1	0.84	0.713	0.128	0.264	94	9	5	6	6	4	7	0	19	0	4	11	0	6	5	0	12	0	0
en	org	review_home+kitchen_12_5.conllu	0	0	0	0	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0.779	0.687	0.182	0.345	66	4	3	4	5	2	6	0	14	0	2	9	0	6	3	0	8	0	0
en	org	review_home+kitchen_145_1.conllu	3	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	1	1	2	0	0	0	0.682	0.621	0.182	0.299	66	8	5	3	5	2	9	0	13	0	1	4	0	10	1	0	5	0	0
en	org	review_home+kitchen_185_1.conllu	0	0	0	0	1	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	1	1	0	1	0	0.696	0.652	0.174	0.275	69	6	7	5	6	2	5	0	13	0	3	9	0	5	1	0	7	0	0
en	org	review_home+kitchen_19_5.conllu	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0.791	0.687	0.219	0.345	64	7	4	3	7	2	3	0	12	1	3	7	4	7	0	1	3	0	0
en	org	review_home+kitchen_20_5.conllu	1	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.833	0.712	0.186	0.397	59	5	4	0	5	0	3	0	12	0	2	11	1	6	3	0	7	0	0
en	org	review_home+kitchen_214_2.conllu	1	0	0	0	0	0	0	1	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0.692	0.669	0.114	0.204	114	6	9	9	8	2	13	0	22	0	4	10	4	12	3	0	12	0	0
en	org	review_home+kitchen_21_5.conllu	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0.802	0.704	0.177	0.307	79	6	6	5	4	4	8	0	20	2	1	8	0	3	1	1	10	0	0
en	org	review_home+kitchen_24_5.conllu	2	0	0	0	2	0	0	2	2	0	1	4	0	0	0	2	0	0	0	0	0	0	1	1	0	0.681	0.667	0.206	0.318	63	5	4	3	3	2	8	0	11	1	0	3	1	15	1	0	6	0	0
en	org	review_home+kitchen_29_2.conllu	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0.728	0.642	0.165	0.257	79	2	4	7	4	4	10	0	20	0	4	5	3	3	3	0	10	0	0
en	org	review_home+kitchen_41_2.conllu	2	1	1	0	2	0	0	1	1	0	1	0	0	1	2	1	1	0	1	0	0	0	0	0	0	0.614	0.53	0.12	0.248	100	10	7	6	11	4	8	0	15	0	5	13	0	9	2	0	10	0	0
en	org	review_home+kitchen_6_5.conllu	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	1	0	1	0	0	0	1	1	0.707	0.6	0.163	0.317	80	3	6	7	7	2	9	0	18	4	1	10	0	5	2	0	6	0	0
en	org	review_home+kitchen_96_2.conllu	0	0	0	1	4	0	0	0	0	0	1	2	0	0	1	4	0	0	0	1	0	1	0	0	1	0.676	0.625	0.126	0.218	103	7	11	6	7	3	7	2	16	0	5	15	0	11	1	0	12	0	0
en	org	review_movies+TV_11_5.conllu	3	0	0	1	0	0	0	1	2	2	0	1	1	0	1	2	0	0	0	0	0	0	0	0	0	0.726	0.684	0.16	0.236	94	12	7	4	5	4	10	0	15	3	2	3	6	12	1	2	8	0	0
en	org	review_movies+TV_187_1.conllu	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.716	0.662	0.189	0.277	74	10	2	7	9	1	6	0	7	1	7	3	4	9	2	0	6	0	0
en	org	review_movies+TV_1_4.conllu	0	0	0	0	0	0	0	2	0	3	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0.706	0.647	0.179	0.282	67	6	5	2	3	0	10	0	10	0	2	7	6	7	2	0	7	0	0
en	org	review_movies+TV_20_5.conllu	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0.75	0.691	0.176	0.33	68	6	7	4	4	2	9	0	12	1	0	9	2	6	0	0	6	0	0
en	org	review_movies+TV_22_5.conllu	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.734	0.667	0.19	0.313	63	5	6	5	5	1	10	0	9	0	1	5	4	7	0	0	5	0	0
en	org	review_movies+TV_249_1.conllu	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0.757	0.681	0.191	0.256	68	7	6	4	5	1	10	0	11	1	0	2	7	8	3	0	3	0	0
en	org	review_movies+TV_24_5.conllu	1	1	0	0	0	0	1	1	1	4	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0.633	0.559	0.143	0.228	105	8	9	2	2	4	13	0	16	6	3	8	11	11	2	3	7	0	0
en	org	review_movies+TV_252_1.conllu	0	0	1	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0.736	0.682	0.139	0.238	108	9	11	5	6	4	9	1	13	2	4	12	7	10	3	0	12	0	0
en	org	review_movies+TV_25_5.conllu	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.797	0.795	0.197	0.29	76	4	7	4	3	2	3	0	9	4	3	9	9	9	2	2	6	0	0
en	org	review_movies+TV_26_5.conllu	1	0	0	0	1	1	0	1	1	2	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0.686	0.614	0.171	0.196	70	10	6	1	4	5	11	0	14	0	1	1	6	8	0	0	3	0	0
en	org	review_movies+TV_274_2.conllu	2	0	0	0	0	1	0	1	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0.699	0.632	0.125	0.206	128	18	8	8	8	6	6	0	15	3	4	11	3	23	2	2	10	1	0
en	org	review_movies+TV_304_1.conllu	0	2	0	0	1	0	0	1	0	1	0	3	0	0	1	2	0	0	1	0	0	1	0	0	1	0.757	0.73	0.162	0.287	74	5	7	5	5	2	6	0	14	0	0	8	4	5	2	0	11	0	0
en	org	review_movies+TV_439_1.conllu	0	0	1	0	0	0	1	1	0	2	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0.714	0.623	0.197	0.272	76	6	5	5	6	2	7	0	10	3	4	7	1	7	1	3	9	0	0
en	org	review_movies+TV_500_1.conllu	0	0	0	0	0	1	0	3	0	0	0	2	0	0	0	2	1	0	2	0	0	0	0	0	1	0.646	0.615	0.135	0.254	96	7	10	3	9	3	13	0	17	0	2	9	2	4	5	0	12	0	0
en	org	review_musical-instruments_12_4.conllu	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.667	0.526	0.193	0.316	57	2	0	6	5	3	3	0	3	0	2	16	0	5	3	0	9	0	0
en	org	review_musical-instruments_17_4.conllu	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0.702	0.643	0.155	0.248	84	6	3	7	6	3	9	0	16	0	3	9	1	8	2	0	11	0	0
en	org	review_musical-instruments_18_5.conllu	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0.701	0.649	0.164	0.295	67	3	6	4	3	0	5	0	11	1	0	8	10	9	0	0	7	0	0
en	org	review_musical-instruments_1_5.conllu	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0.783	0.729	0.203	0.333	59	5	5	9	4	1	3	0	7	1	3	8	0	6	0	0	7	0	0
en	org	review_musical-instruments_24_5.conllu	2	0	2	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0.769	0.769	0.179	0.252	78	5	8	1	2	3	6	0	18	2	5	5	3	10	0	1	9	0	0
en	org	review_musical-instruments_25_5.conllu	1	0	0	0	4	0	1	0	3	0	2	2	0	0	1	0	1	1	0	1	0	0	2	0	0	0.709	0.636	0.127	0.233	110	6	6	10	11	5	5	0	17	4	0	15	2	13	5	2	9	0	0
en	org	review_musical-instruments_287_2.conllu	0	0	0	0	0	0	0	3	2	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0.611	0.612	0.164	0.264	67	6	3	0	6	5	5	0	8	0	4	11	0	7	1	0	11	0	0
en	org	review_musical-instruments_3_5.conllu	1	1	1	0	0	0	0	1	0	2	0	2	0	1	0	3	0	0	0	0	0	0	0	0	1	0.759	0.678	0.149	0.264	87	7	7	2	2	2	14	0	21	0	4	6	1	5	2	0	14	0	0
en	org	review_musical-instruments_409_1.conllu	1	3	1	1	0	1	0	1	0	1	3	1	0	2	0	0	1	0	0	0	0	0	0	1	1	0.641	0.515	0.126	0.262	103	4	6	3	10	1	6	0	19	0	3	20	1	13	2	0	15	0	0
en	org	review_musical-instruments_414_1.conllu	1	0	0	0	1	0	0	1	0	2	0	2	0	0	2	0	0	1	0	0	1	0	1	0	0	0.684	0.641	0.179	0.313	78	11	6	4	5	3	9	0	15	2	0	8	1	6	2	1	5	0	0
en	org	review_musical-instruments_483_2.conllu	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.714	0.746	0.206	0.25	63	2	4	1	0	2	2	0	14	3	1	2	17	9	1	0	5	0	0
en	org	review_musical-instruments_51_2.conllu	1	0	0	1	1	0	0	0	0	1	0	1	1	0	0	3	1	0	0	1	1	1	0	0	1	0.774	0.73	0.157	0.293	89	8	5	5	8	3	7	0	17	2	3	10	0	10	1	1	9	0	0
en	org	review_musical-instruments_53_1.conllu	1	0	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.718	0.643	0.186	0.333	70	5	3	3	5	3	6	0	12	0	1	12	1	6	1	0	12	0	0
en	org	review_musical-instruments_547_2.conllu	1	0	0	0	3	0	0	0	0	0	0	1	2	2	2	2	0	0	0	0	0	0	0	1	0	0.644	0.584	0.119	0.214	101	11	3	10	8	6	3	0	12	0	3	16	0	14	3	0	12	0	0
en	org	review_patio+lawn+garden_10_4.conllu	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0.667	0.606	0.185	0.3	65	3	4	7	3	0	7	0	9	0	5	6	1	6	3	0	11	0	0
en	org	review_patio+lawn+garden_11_4.conllu	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.794	0.721	0.227	0.381	66	5	3	4	4	4	4	1	12	2	1	10	2	4	2	0	8	0	0
en	org	review_patio+lawn+garden_147_2.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0.683	0.646	0.177	0.266	79	8	2	4	7	4	6	0	8	4	6	5	0	10	2	1	12	0	0
en	org	review_patio+lawn+garden_14_5.conllu	2	0	1	0	1	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0.771	0.699	0.169	0.278	83	8	5	8	4	3	5	0	10	1	2	12	1	10	5	0	9	0	0
en	org	review_patio+lawn+garden_15_5.conllu	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0.707	0.634	0.146	0.257	82	5	7	3	5	6	8	0	16	0	2	10	4	8	0	0	8	0	0
en	org	review_patio+lawn+garden_161_2.conllu	2	0	0	1	0	2	0	2	2	1	0	1	0	1	0	3	0	0	2	0	1	0	0	0	0	0.698	0.628	0.149	0.222	94	6	6	7	6	2	7	0	12	2	7	12	1	9	3	0	14	0	0
en	org	review_patio+lawn+garden_181_2.conllu	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0.793	0.741	0.224	0.385	58	2	3	4	6	1	3	0	9	2	4	8	0	5	3	0	8	0	0
en	org	review_patio+lawn+garden_19_5.conllu	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0.803	0.754	0.217	0.293	60	10	6	2	3	3	6	0	9	3	2	4	5	2	0	0	5	0	0
en	org	review_patio+lawn+garden_1_4.conllu	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.781	0.698	0.146	0.315	96	8	7	6	6	4	6	0	15	3	2	13	1	8	4	0	13	0	0
en	org	review_patio+lawn+garden_247_1.conllu	0	3	0	0	1	1	2	2	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0.687	0.627	0.145	0.295	83	5	7	2	3	1	9	0	19	0	1	11	0	9	3	0	13	0	0
en	org	review_patio+lawn+garden_334_1.conllu	1	0	0	0	2	0	0	1	1	0	0	3	0	1	0	4	0	0	0	0	1	0	0	0	2	0.744	0.694	0.141	0.254	85	4	8	4	3	2	10	0	19	1	4	8	0	9	0	0	13	0	0
en	org	review_patio+lawn+garden_387_1.conllu	2	0	0	1	0	0	0	1	1	0	1	2	2	0	0	0	0	0	0	0	1	1	0	0	1	0.735	0.661	0.125	0.205	112	12	9	7	6	3	11	0	18	5	5	10	2	11	2	0	11	0	0
en	org	review_patio+lawn+garden_392_1.conllu	0	5	1	0	0	0	1	1	1	4	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0.683	0.613	0.111	0.192	117	10	16	5	6	4	11	0	23	0	2	14	3	10	0	2	11	0	0
en	org	review_patio+lawn+garden_6_5.conllu	0	0	0	0	0	1	0	2	1	2	1	4	0	0	0	0	1	1	1	0	0	0	0	0	0	0.747	0.733	0.187	0.275	75	5	11	2	3	4	8	0	12	3	1	10	2	5	2	0	7	0	0
en	org	review_pet_supplies_131_2.conllu	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0.657	0.593	0.142	0.262	106	8	5	10	7	1	7	0	14	2	6	15	2	8	5	1	15	0	0
en	org	review_pet_supplies_132_2.conllu	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0.69	0.631	0.145	0.275	83	6	6	8	7	3	5	0	11	5	0	13	1	9	0	0	9	0	0
en	org	review_pet_supplies_143_1.conllu	3	0	1	0	0	0	0	3	0	0	1	1	0	1	0	2	1	0	0	1	0	1	0	0	0	0.566	0.492	0.118	0.224	119	9	4	11	9	3	11	1	18	1	4	12	0	23	4	0	9	0	0
en	org	review_pet_supplies_15_1.conllu	2	0	1	0	0	1	0	1	0	1	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0.663	0.625	0.137	0.232	102	4	10	3	3	3	6	0	17	4	3	10	0	15	4	2	18	0	0
en	org	review_pet_supplies_23_4.conllu	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.864	0.78	0.241	0.382	58	4	6	3	4	2	5	0	8	2	3	6	3	3	1	0	8	0	0
