lang	prod	text	ADJ==NOUN==PUNCT	NOUN==ADP==NOUN	VERB==NOUN==PUNCT	ADP==ADJ==NOUN	NOUN==NOUN==PUNCT	ADP==NOUN==PUNCT	VERB==ADJ==NOUN	DET==NOUN==PUNCT	NOUN==PUNCT==CCONJ	ADJ==NOUN==ADP	NOUN==PUNCT==PRON	ADP==DET==NOUN	ADV==ADJ==PUNCT	PRON==VERB==PUNCT	ADJ==ADJ==NOUN	VERB==DET==NOUN	NOUN==CCONJ==NOUN	NUM==NOUN==PUNCT	VERB==ADP==NOUN	AUX==ADJ==PUNCT	NOUN==ADJ==NOUN	AUX==ADV==ADJ	PUNCT==SCONJ==PRON	ADV==VERB==PUNCT	ADJ==NOUN==NOUN	lexical variety	lemma variety	POS variety	richPOS variety	length	ADJ	ADP	ADV	AUX	CCONJ	DET	INTJ	NOUN	NUM	PART	PRON	PROPN	PUNCT	SCONJ	SYM	VERB	X	_
hr	mt	OnlineB_review_cell-phones+accessories_132_1.conllu	1	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	0	1	0	0	0	2	0	0	0	0.769	0.673	0.231	0.469	52	8	2	6	8	3	0	0	5	1	2	0	1	7	1	0	8	0	0
hr	mt	OnlineB_review_cell-phones+accessories_13_5.conllu	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0.774	0.698	0.245	0.424	53	4	2	7	4	2	2	0	8	1	1	2	0	8	3	0	9	0	0
hr	mt	OnlineB_review_cell-phones+accessories_25_4.conllu	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.815	0.722	0.222	0.578	54	2	5	9	2	2	6	0	5	3	0	3	0	6	2	0	9	0	0
hr	mt	OnlineB_review_cell-phones+accessories_28_4.conllu	4	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0.718	0.659	0.165	0.333	85	5	2	8	6	6	1	0	12	3	1	2	2	13	7	0	17	0	0
hr	mt	OnlineB_review_cell-phones+accessories_40_4.conllu	0	1	0	0	1	2	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0.845	0.817	0.162	0.427	68	6	6	8	1	0	0	0	17	2	0	5	0	13	1	2	7	0	0
hr	mt	OnlineB_review_cell-phones+accessories_47_1.conllu	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.786	0.679	0.222	0.507	54	7	4	3	7	5	2	1	8	1	0	1	0	6	0	0	9	0	0
hr	mt	OnlineB_review_cell-phones+accessories_4_4.conllu	2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.833	0.667	0.204	0.567	54	6	4	2	11	2	1	0	7	0	0	3	0	7	4	0	7	0	0
hr	mt	OnlineB_review_cell-phones+accessories_57_5.conllu	1	2	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0.873	0.81	0.175	0.395	63	12	5	7	5	4	1	0	10	0	0	1	0	11	3	0	4	0	0
hr	mt	OnlineB_review_cell-phones+accessories_64_2.conllu	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0.81	0.655	0.207	0.493	58	5	2	6	7	3	2	0	6	0	1	5	0	6	4	0	11	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_11_5.conllu	2	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0.781	0.703	0.188	0.487	64	7	7	5	5	3	0	0	10	1	0	7	1	8	1	0	9	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_13_5.conllu	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0.855	0.758	0.242	0.487	62	7	4	7	4	3	4	1	4	1	2	1	3	9	4	0	8	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_147_2.conllu	2	2	0	1	1	1	1	1	2	2	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0.809	0.718	0.118	0.412	110	11	10	6	10	3	6	0	24	4	0	2	9	13	4	0	8	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_167_2.conllu	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.841	0.698	0.197	0.603	61	4	5	8	6	1	5	0	11	0	0	2	1	9	2	0	7	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_16_4.conllu	1	1	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0.75	0.708	0.2	0.477	70	7	6	3	6	2	3	0	12	1	2	2	5	9	4	0	8	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_175_2.conllu	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0.879	0.741	0.207	0.549	58	6	5	4	8	2	6	0	8	0	3	3	0	7	2	0	4	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_18_5.conllu	2	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0.729	0.644	0.22	0.444	59	10	2	3	7	4	3	0	10	2	1	1	0	6	2	0	8	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_20_4.conllu	1	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0.877	0.719	0.211	0.529	57	9	2	3	9	1	5	0	8	1	0	1	0	6	4	0	8	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_340_1.conllu	1	0	1	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.746	0.644	0.237	0.388	59	2	2	4	6	4	3	2	8	0	2	3	1	12	2	0	8	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_355_1.conllu	1	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.8	0.68	0.24	0.534	50	11	5	1	8	1	2	0	8	0	0	2	1	6	1	0	4	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_356_1.conllu	1	1	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.8	0.68	0.24	0.534	50	11	5	1	8	1	2	0	8	0	0	2	1	6	1	0	4	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_399_2.conllu	5	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0.674	0.593	0.183	0.374	82	16	1	6	4	4	3	1	13	0	3	4	2	12	3	0	8	2	0
hr	mt	OnlineB_review_grocery+gourmet-food_8_5.conllu	0	2	0	1	2	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0.831	0.735	0.181	0.515	83	12	8	9	7	3	2	1	15	2	1	1	6	9	1	0	6	0	0
hr	mt	OnlineB_review_grocery+gourmet-food_9_5.conllu	1	1	0	0	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0.734	0.646	0.152	0.505	79	10	3	3	10	5	7	0	13	0	0	5	4	7	2	0	10	0	0
hr	mt	OnlineB_review_health+care_110_1.conllu	3	0	0	1	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0.786	0.738	0.171	0.431	82	7	7	10	5	3	3	0	13	2	2	2	4	13	3	0	8	0	0
hr	mt	OnlineB_review_health+care_119_2.conllu	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	1	0	0	0	0.81	0.746	0.19	0.436	63	9	5	7	6	3	3	0	7	5	0	2	0	11	1	0	4	0	0
hr	mt	OnlineB_review_health+care_127_1.conllu	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0.766	0.703	0.188	0.486	64	5	6	8	12	3	3	0	10	2	0	1	1	5	0	0	8	0	0
hr	mt	OnlineB_review_health+care_13_5.conllu	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0.7	0.6	0.157	0.463	70	9	5	4	7	4	2	0	13	0	2	6	0	7	0	0	11	0	0
hr	mt	OnlineB_review_health+care_14_5.conllu	4	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.738	0.677	0.2	0.444	66	10	4	8	3	1	2	2	11	0	1	1	0	10	2	0	10	0	0
hr	mt	OnlineB_review_health+care_16_4.conllu	2	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0.743	0.671	0.171	0.412	70	5	8	8	6	3	2	0	8	2	0	4	0	10	2	0	12	0	0
hr	mt	OnlineB_review_health+care_185_2.conllu	1	1	0	1	0	2	0	0	1	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0.815	0.754	0.203	0.456	64	6	7	4	6	2	3	0	10	4	0	3	1	9	4	0	5	0	0
hr	mt	OnlineB_review_health+care_199_2.conllu	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0.786	0.686	0.2	0.512	70	8	6	2	6	4	2	0	19	2	1	2	1	6	1	0	10	0	0
hr	mt	OnlineB_review_health+care_19_5.conllu	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	2	0	0	0	0	0	0.783	0.717	0.183	0.395	60	8	4	3	9	3	3	0	7	0	0	1	0	9	4	0	9	0	0
hr	mt	OnlineB_review_health+care_4_4.conllu	1	1	1	2	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.865	0.797	0.192	0.512	73	7	6	9	6	2	3	0	15	1	1	1	0	6	2	0	11	3	0
hr	mt	OnlineB_review_health+care_53_1.conllu	3	0	0	2	1	0	0	0	2	0	0	0	0	0	3	0	0	5	0	1	1	0	0	0	1	0.729	0.589	0.121	0.392	107	13	4	4	11	5	3	0	25	7	0	3	2	16	2	0	12	0	0
hr	mt	OnlineB_review_health+care_6_5.conllu	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0.827	0.788	0.212	0.672	52	8	4	5	6	2	2	0	9	1	0	4	0	4	0	0	7	0	0
hr	mt	OnlineB_review_health+care_84_1.conllu	3	2	0	0	0	1	0	0	1	1	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0.846	0.758	0.154	0.505	91	10	9	3	7	2	7	0	19	3	2	3	5	8	3	0	10	0	0
hr	mt	OnlineB_review_health+care_8_5.conllu	2	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	0	1	0.839	0.768	0.232	0.567	56	5	4	2	6	3	1	0	16	2	0	1	1	7	1	0	7	0	0
hr	mt	OnlineB_review_home+kitchen_10_5.conllu	1	0	0	1	0	0	0	2	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0	2	0	0.797	0.71	0.174	0.494	69	8	3	9	11	0	6	0	8	1	1	4	2	9	0	0	7	0	0
hr	mt	OnlineB_review_home+kitchen_112_1.conllu	1	2	1	3	0	1	3	0	0	1	0	0	1	0	0	0	2	0	0	2	0	1	0	0	0	0.841	0.744	0.134	0.51	82	13	8	6	8	4	4	0	17	0	0	1	0	7	5	0	9	0	0
hr	mt	OnlineB_review_home+kitchen_12_5.conllu	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.849	0.774	0.208	0.492	53	4	0	4	5	2	7	0	13	0	1	1	0	6	2	0	8	0	0
hr	mt	OnlineB_review_home+kitchen_145_1.conllu	5	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0.804	0.661	0.179	0.471	56	11	2	3	7	2	3	0	13	0	0	0	0	10	2	0	3	0	0
hr	mt	OnlineB_review_home+kitchen_185_1.conllu	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	2	2	0	0	0	0.818	0.691	0.2	0.469	55	8	3	4	11	2	1	0	11	0	0	2	0	5	2	0	6	0	0
hr	mt	OnlineB_review_home+kitchen_19_5.conllu	1	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0.847	0.78	0.254	0.528	59	7	4	2	6	2	3	1	12	1	1	3	3	9	0	0	4	1	0
hr	mt	OnlineB_review_home+kitchen_20_5.conllu	2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0.816	0.735	0.224	0.607	49	5	4	3	6	0	5	0	10	0	1	2	0	6	1	0	6	0	0
hr	mt	OnlineB_review_home+kitchen_214_2.conllu	3	1	1	0	2	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.798	0.737	0.124	0.39	97	9	7	8	12	2	6	0	23	0	0	1	0	12	4	0	10	3	0
hr	mt	OnlineB_review_home+kitchen_21_5.conllu	2	3	0	1	0	2	0	0	2	1	0	0	0	0	1	0	1	0	1	1	0	1	0	1	0	0.831	0.714	0.156	0.511	78	8	7	6	9	5	2	0	19	2	0	1	0	8	2	0	8	0	0
hr	mt	OnlineB_review_home+kitchen_24_5.conllu	3	1	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0.581	0.541	0.203	0.356	64	8	3	2	4	3	3	0	11	1	1	1	0	20	2	0	5	0	0
hr	mt	OnlineB_review_home+kitchen_29_2.conllu	1	2	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.812	0.681	0.174	0.494	69	4	6	5	6	5	3	0	17	0	1	0	6	6	3	0	7	0	0
hr	mt	OnlineB_review_home+kitchen_41_2.conllu	3	1	2	1	0	0	0	0	1	0	1	1	0	2	0	0	1	0	1	0	1	0	0	0	0	0.702	0.595	0.143	0.398	84	4	4	9	9	6	4	0	15	0	2	8	0	9	3	0	11	0	0
hr	mt	OnlineB_review_home+kitchen_6_5.conllu	2	0	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0.846	0.677	0.185	0.6	65	7	6	2	7	3	5	0	15	2	2	0	0	7	3	0	6	0	0
hr	mt	OnlineB_review_home+kitchen_96_2.conllu	1	2	0	1	1	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0.742	0.602	0.141	0.414	93	5	8	6	9	6	7	0	16	0	2	4	0	12	4	0	12	1	0
hr	mt	OnlineB_review_movies+TV_11_5.conllu	2	0	0	0	0	0	1	1	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	1	1	0.868	0.776	0.173	0.535	75	13	6	3	3	2	5	0	18	1	0	3	6	8	1	0	6	0	0
hr	mt	OnlineB_review_movies+TV_187_1.conllu	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0.825	0.651	0.194	0.541	62	14	1	6	12	1	1	0	9	0	1	0	1	9	2	0	5	0	0
hr	mt	OnlineB_review_movies+TV_1_4.conllu	1	0	0	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0.821	0.732	0.214	0.457	56	6	2	3	4	0	4	0	10	0	1	4	3	8	5	0	6	0	0
hr	mt	OnlineB_review_movies+TV_20_5.conllu	1	0	0	2	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0.825	0.807	0.211	0.615	57	9	5	5	4	2	7	0	11	1	0	2	1	6	0	0	4	0	0
hr	mt	OnlineB_review_movies+TV_22_5.conllu	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.784	0.686	0.235	0.462	51	12	2	4	4	1	3	0	6	0	0	2	0	9	2	0	4	2	0
hr	mt	OnlineB_review_movies+TV_249_1.conllu	2	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0.825	0.789	0.214	0.507	57	9	5	3	5	1	2	0	14	0	0	1	4	7	3	0	2	0	0
hr	mt	OnlineB_review_movies+TV_24_5.conllu	4	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0.833	0.731	0.192	0.459	78	10	5	3	2	3	8	0	18	1	1	2	2	11	3	0	7	2	0
hr	mt	OnlineB_review_movies+TV_252_1.conllu	2	1	0	2	0	2	0	0	2	1	0	1	1	0	0	0	1	0	1	1	0	3	0	0	1	0.75	0.654	0.135	0.419	104	12	11	6	12	5	6	1	19	0	3	2	4	12	2	0	9	0	0
hr	mt	OnlineB_review_movies+TV_25_5.conllu	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0.841	0.828	0.23	0.556	61	8	5	3	3	1	5	0	8	1	1	2	8	8	2	0	6	0	0
hr	mt	OnlineB_review_movies+TV_26_5.conllu	3	1	0	1	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.746	0.661	0.203	0.387	59	10	2	1	4	5	3	0	14	0	0	1	6	8	3	0	2	0	0
hr	mt	OnlineB_review_movies+TV_274_2.conllu	3	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0.739	0.658	0.13	0.324	108	21	4	2	11	6	6	0	16	1	1	3	3	22	6	0	6	0	0
hr	mt	OnlineB_review_movies+TV_304_1.conllu	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0.819	0.722	0.167	0.523	72	6	2	6	5	2	7	0	12	0	0	4	4	6	6	0	12	0	0
hr	mt	OnlineB_review_movies+TV_439_1.conllu	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0.859	0.761	0.2	0.471	70	8	6	8	5	2	2	0	13	2	2	1	1	9	3	0	8	0	0
hr	mt	OnlineB_review_movies+TV_500_1.conllu	0	1	0	2	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0.812	0.718	0.176	0.51	85	9	9	3	7	3	5	1	15	0	2	5	3	5	5	0	10	3	0
hr	mt	OnlineB_review_musical-instruments_12_4.conllu	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0.66	0.58	0.22	0.29	50	1	0	6	3	5	1	0	3	0	3	6	0	8	5	0	9	0	0
hr	mt	OnlineB_review_musical-instruments_17_4.conllu	0	1	0	0	1	0	0	1	1	2	0	1	0	0	0	1	0	0	1	2	0	0	0	2	0	0.763	0.684	0.171	0.444	76	7	5	4	7	3	6	0	13	0	2	7	1	9	2	0	10	0	0
hr	mt	OnlineB_review_musical-instruments_18_5.conllu	0	1	1	2	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.757	0.703	0.2	0.5	65	6	5	3	5	0	4	1	10	1	0	3	9	9	1	0	8	0	0
hr	mt	OnlineB_review_musical-instruments_1_5.conllu	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.78	0.24	0.576	50	3	5	8	3	2	3	0	6	1	0	3	1	7	0	0	8	0	0
hr	mt	OnlineB_review_musical-instruments_24_5.conllu	6	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817	0.761	0.2	0.483	70	6	8	3	3	3	5	0	17	2	2	1	3	10	1	0	6	0	0
hr	mt	OnlineB_review_musical-instruments_25_5.conllu	2	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	3	0	2	2	0	0	0	0	0.782	0.683	0.149	0.417	101	10	5	9	13	5	7	0	14	4	2	1	1	11	7	0	11	1	0
hr	mt	OnlineB_review_musical-instruments_287_2.conllu	0	1	1	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.759	0.707	0.19	0.432	58	5	5	0	6	5	1	0	11	0	1	5	0	8	3	0	8	0	0
hr	mt	OnlineB_review_musical-instruments_3_5.conllu	1	2	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0.9	0.857	0.157	0.469	70	8	4	8	3	2	3	0	19	0	0	2	0	5	4	0	12	0	0
hr	mt	OnlineB_review_musical-instruments_409_1.conllu	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0.756	0.616	0.151	0.4	86	4	2	4	10	1	9	0	15	0	0	6	2	13	4	0	15	1	0
hr	mt	OnlineB_review_musical-instruments_414_1.conllu	2	0	0	1	0	0	1	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0.771	0.729	0.203	0.464	69	5	5	10	3	4	5	0	14	2	2	2	2	7	2	0	6	0	0
hr	mt	OnlineB_review_musical-instruments_483_2.conllu	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.865	0.808	0.192	0.343	52	3	2	0	0	2	1	0	9	0	0	0	17	6	2	0	5	5	0
hr	mt	OnlineB_review_musical-instruments_51_2.conllu	3	2	0	3	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0.79	0.679	0.173	0.459	82	8	5	6	12	3	4	1	16	2	1	0	1	11	2	0	9	0	0
hr	mt	OnlineB_review_musical-instruments_53_1.conllu	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.74	0.26	0.581	50	4	2	2	1	3	6	0	11	0	2	1	1	6	2	0	9	0	0
hr	mt	OnlineB_review_musical-instruments_547_2.conllu	1	4	0	0	0	3	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0.713	0.632	0.138	0.366	87	11	5	7	8	6	2	0	14	0	2	4	0	15	3	0	10	0	0
hr	mt	OnlineB_review_patio+lawn+garden_10_4.conllu	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0.778	0.685	0.226	0.476	53	5	3	1	7	0	2	0	9	0	2	5	1	6	3	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_11_4.conllu	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0.803	0.742	0.227	0.488	66	4	4	5	3	4	6	1	12	2	1	3	1	10	2	0	8	0	0
hr	mt	OnlineB_review_patio+lawn+garden_147_2.conllu	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0.784	0.689	0.178	0.402	73	9	2	5	10	4	2	0	7	3	4	3	0	10	3	0	11	0	0
hr	mt	OnlineB_review_patio+lawn+garden_14_5.conllu	0	1	1	0	0	2	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0.775	0.704	0.169	0.411	71	8	6	6	6	3	2	0	7	0	2	7	0	9	5	0	10	0	0
hr	mt	OnlineB_review_patio+lawn+garden_15_5.conllu	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0.8	0.714	0.186	0.537	70	8	6	3	3	5	4	0	16	0	1	4	4	6	1	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_161_2.conllu	2	2	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.785	0.722	0.177	0.423	79	5	8	6	8	5	4	0	12	2	1	3	2	8	5	0	10	0	0
hr	mt	OnlineB_review_patio+lawn+garden_181_2.conllu	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0.854	0.792	0.271	0.579	48	3	3	2	5	1	3	0	8	2	1	3	0	5	3	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_19_5.conllu	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.86	0.78	0.26	0.607	50	11	4	3	3	3	3	0	13	2	0	1	2	2	1	0	2	0	0
hr	mt	OnlineB_review_patio+lawn+garden_1_4.conllu	1	2	1	0	1	1	1	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0.793	0.717	0.13	0.398	92	8	8	3	9	4	3	0	20	2	0	4	0	9	8	0	14	0	0
hr	mt	OnlineB_review_patio+lawn+garden_247_1.conllu	1	1	0	1	0	2	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0.807	0.627	0.133	0.49	83	11	4	3	13	1	7	0	17	0	0	2	0	10	6	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_334_1.conllu	1	2	2	0	1	1	0	2	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0.815	0.741	0.173	0.439	81	4	8	4	4	4	4	0	18	2	2	6	1	9	3	0	12	0	0
hr	mt	OnlineB_review_patio+lawn+garden_387_1.conllu	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.835	0.703	0.165	0.455	91	10	6	5	12	3	7	0	12	5	1	4	1	9	2	0	10	4	0
hr	mt	OnlineB_review_patio+lawn+garden_392_1.conllu	3	4	0	1	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0.792	0.719	0.146	0.385	96	10	8	4	7	4	6	4	23	0	1	3	1	11	2	0	12	0	0
hr	mt	OnlineB_review_patio+lawn+garden_6_5.conllu	1	1	1	1	0	0	0	1	1	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0.836	0.746	0.209	0.525	67	8	5	2	9	4	5	0	13	2	1	2	1	5	2	0	8	0	0
hr	mt	OnlineB_review_pet_supplies_131_2.conllu	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0.774	0.69	0.169	0.5	83	10	5	8	5	1	7	1	13	1	2	5	0	7	5	0	13	0	0
hr	mt	OnlineB_review_pet_supplies_132_2.conllu	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0.736	0.667	0.171	0.47	70	9	3	3	5	4	5	0	10	3	1	8	0	9	0	0	10	0	0
hr	mt	OnlineB_review_pet_supplies_143_1.conllu	3	0	1	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0.688	0.541	0.128	0.333	109	8	1	10	11	6	11	0	15	1	2	5	4	24	2	0	9	0	0
hr	mt	OnlineB_review_pet_supplies_15_1.conllu	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0.775	0.674	0.172	0.391	87	4	5	2	2	4	5	1	17	3	2	1	1	14	7	0	19	0	0
hr	mt	OnlineB_review_pet_supplies_23_4.conllu	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0.896	0.292	0.643	48	4	4	2	3	3	2	0	9	2	1	3	2	4	1	0	8	0	0
hr	mt	OnlineB_review_pet_supplies_27_1.conllu	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0.745	0.608	0.129	0.395	101	8	8	8	7	3	11	0	19	5	2	1	0	12	2	0	15	0	0
hr	mt	OnlineB_review_pet_supplies_36_5.conllu	2	3	0	1	3	0	1	4	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0.721	0.64	0.151	0.405	86	10	6	4	3	3	6	0	25	1	2	0	1	18	2	0	5	0	0
hr	mt	OnlineB_review_pet_supplies_38_5.conllu	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0.817	0.733	0.2	0.5	60	8	2	6	7	3	4	0	8	0	1	4	0	4	5	0	8	0	0
